ethnic,concept_order,tag,feature_type,core_concept,concept,concept_key,normalized_form,component_tokens,confidence,source_intermediate_proto_from_reduction,lexicon_stage_used,lexicon_family_bucket,note
Visigothic,44,oronym,hill,anatomy and geometry,swelling,swelling,swellung,swelling,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,45,oronym,hill,anatomy and geometry,small summit,small_summit,lutil berg,small + summit,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,46,insular,island,isolation and geometry,cut off,cut_off,snid af,cut + off,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,47,insular,island,isolation and geometry,in middle of water,in_middle_of_water,mid watar,middle + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,48,insular,island,isolation and geometry,place apart,place_apart,stad sundar,place + apart,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,49,insular,island,isolation and geometry,shield,shield,skild,shield,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,50,insular,island,isolation and geometry,floating land,floating_land,flotand land,floating + land,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,51,coastal,cape,anatomy and navigation,nose,nose,nasa,nose,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,52,coastal,cape,anatomy and navigation,horn,horn,hurn,horn,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,53,coastal,cape,anatomy and navigation,tongue,tongue,tungo,tongue,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,54,coastal,cape,anatomy and navigation,forehead,forehead,forhaubid,forehead,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,55,coastal,cape,anatomy and navigation,projection,projection,nasa,projection,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,56,coastal,cape,anatomy and navigation,land's end,land_s_end,land andja,land + end,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,57,coastal,natural harbor,utility and navigation,mouth,mouth_57,muth,mouth,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,58,coastal,natural harbor,utility and navigation,embrace,embrace,fangan,embrace,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,59,coastal,natural harbor,utility and navigation,shelter,shelter,skur,shelter,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,60,coastal,natural harbor,utility and navigation,safe haven,safe_haven,frith habn,safe + haven,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,61,coastal,natural harbor,utility and navigation,protected water,protected_water,wardad watar,protected + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,62,coastal,natural harbor,utility and navigation,quiet anchorage,quiet_anchorage,still ankarstad,quiet + anchorage,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,63,dryronym,forest,visibility and atmosphere,dark,dark,derk,dark,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,64,dryronym,forest,visibility and atmosphere,shadow,shadow,skadu,shadow,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,65,dryronym,forest,visibility and atmosphere,hidden place,hidden_place,hulid stad,hidden + place,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,66,dryronym,forest,visibility and atmosphere,dense canopy,dense_canopy,thikk laub,dense + canopy,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,67,dryronym,forest,visibility and atmosphere,timberland,timberland,widu land,timber + land,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,68,dryronym,forest,visibility and atmosphere,wild outside,wild_outside,wild ut,wild + outside,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,69,dryronym,woodland,utility and atmosphere,brush,brush,busk,brush,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,70,dryronym,woodland,utility and atmosphere,thicket,thicket,thikket,thicket,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,71,dryronym,woodland,utility and atmosphere,fuel source,fuel_source,widu spring,fuel + source,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,72,dryronym,woodland,utility and atmosphere,clearing-land,clearing_land,leuh land,clearing + land,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,73,dryronym,woodland,utility and atmosphere,sparse trees,sparse_trees,spar trewa,sparse + trees,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,74,limnonym,swamp,texture and sensation,sinking ground,sinking_ground,sinkand grund,sinking + ground,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,75,limnonym,swamp,texture and sensation,soft earth,soft_earth,malth ertho,soft + earth,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,76,limnonym,swamp,texture and sensation,mud,mud,muk,mud,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,77,limnonym,swamp,texture and sensation,rotten place,rotten_place,ful stad,rotten + place,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,78,limnonym,swamp,texture and sensation,decomposing water,decomposing_water,rotand watar,decomposing + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,79,limnonym,swamp,texture and sensation,stagnant mire,stagnant_mire,standand fen,stagnant + mire,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,80,limnonym,marsh,texture and sensation,bog,bog,mos,bog,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,81,limnonym,marsh,texture and sensation,fen,fen,fen,fen,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,82,limnonym,marsh,texture and sensation,reedy water,reedy_water,hreus watar,reed + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,83,limnonym,marsh,texture and sensation,wet plain,wet_plain,wat feld,wet + plain,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,84,limnonym,marsh,texture and sensation,shallow sludge,shallow_sludge,grund slim,shallow + sludge,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,85,potamonym,river,movement and visibility,that which flows,that_which_flows,fleutand thing,flowing + thing,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,86,potamonym,river,movement and visibility,running stream,running_stream,rinnand straum,running + stream,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,87,potamonym,river,movement and visibility,dark one,dark_one,derk ain,dark + one,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,88,potamonym,river,movement and visibility,bright one,bright_one,berht ain,bright + one,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,89,potamonym,river,movement and visibility,muddy one,muddy_one,mukig ain,muddy + one,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,90,potamonym,river,movement and visibility,pure one,pure_one,skir ain,pure + one,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,91,thalassonym,ocean,concept and sensation,boundless,boundless,unbundan,boundless,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,92,thalassonym,ocean,concept and sensation,outer ring,outer_ring,utar hring,outer + ring,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,93,thalassonym,ocean,concept and sensation,endless void,endless_void,andlaus tom,endless + void,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,94,thalassonym,ocean,concept and sensation,great circle,great_circle,mikl hring,great + circle,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,95,thalassonym,ocean,concept and sensation,encircling current,encircling_current,umbhring straum,encircling + current,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,96,thalassonym,sea,texture and sensation,salt water,salt_water,salt watar,salt + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,97,thalassonym,sea,texture and sensation,bitter water,bitter_water,bitar watar,bitter + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,98,thalassonym,sea,texture and sensation,turbulent,turbulent,hrohr,turbulent,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,99,thalassonym,sea,texture and sensation,swelling expanse,swelling_expanse,swellung wang,swelling + expanse,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,100,thalassonym,gulf,anatomy and geometry,bay,bay,bugt,bay,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
